# Admin-default TalentBuild picks — generated by wow:export-default-talents.
# Applied by wow:apply-default-talents — deliberately NOT wired into import:spelldata
# automatically, so an admin actively re-curating a live build via /admin/talent-builds
# does not get silently reverted by an unrelated routine spell-data re-import.
# Re-export after any deliberate build change you want to become the new baseline
# for fresh environments.
#
# Format: class_slug | spec_slug | kind(pve|pvp) | spell_id | rank | name (comment only)
#   - pve rows: rank disambiguates a multi-rank node sharing one spell_id across ranks.
#   - pvp rows: rank is always blank (PvP talents have no rank concept).
# Regenerated wholesale each export — do not hand-edit, re-export instead.

# Death Knight / Blood (exported 2026-08-18)
deathknight | blood | pve | 205727 | 1 | Anti-Magic Barrier
demonhunter | vengeance | pve | 320386 | 1 | Bouncing Glaives
demonhunter | vengeance | pve | 1272143 | 1 | Broken Spirit
demonhunter | vengeance | pve | 207739 | 1 | Burning Alive
demonhunter | vengeance | pve | 390213 | 1 | Burning Blood
demonhunter | vengeance | pve | 389720 | 1 | Calcified Spikes
demonhunter | vengeance | pve | 389715 | 1 | Chains of Anger
demonhunter | vengeance | pve | 179057 | 1 | Chaos Nova
demonhunter | vengeance | pve | 336639 | 2 | Charred Flesh
demonhunter | vengeance | pve | 213010 | 1 | Charred Warblades
demonhunter | vengeance | pve | 278326 | 1 | Consume Magic
demonhunter | vengeance | pve | 389718 | 1 | Cycle of Binding
demonhunter | vengeance | pve | 389708 | 1 | Darkglare Boon
demonhunter | vengeance | pve | 196718 | 1 | Darkness
demonhunter | vengeance | pve | 1266329 | 1 | Demon Muzzle
demonhunter | vengeance | pve | 1266307 | 1 | Demonic Resilience
demonhunter | vengeance | pve | 389732 | 1 | Down in Flames
demonhunter | vengeance | pve | 391397 | 2 | Erratic Felheart
demonhunter | vengeance | pve | 227174 | 1 | Fallout
demonhunter | vengeance | pve | 207697 | 1 | Feast of Souls
demonhunter | vengeance | pve | 218612 | 1 | Feed the Demon
demonhunter | vengeance | pve | 212084 | 1 | Fel Devastation
demonhunter | vengeance | pve | 389705 | 1 | Fel Flame Fortification
demonhunter | vengeance | pve | 232893 | 1 | Felblade
demonhunter | vengeance | pve | 1266762 | 1 | Felbound
demonhunter | vengeance | pve | 1266762 | 1 | Felbound
demonhunter | vengeance | pve | 389724 | 1 | Felfire Fist
demonhunter | vengeance | pve | 389846 | 1 | Felfire Haste
demonhunter | vengeance | pve | 204021 | 1 | Fiery Brand
demonhunter | vengeance | pve | 389220 | 2 | Fiery Demise
demonhunter | vengeance | pve | 1266500 | 1 | Final Breath
demonhunter | vengeance | pve | 1266497 | 1 | First In, Last Out
demonhunter | vengeance | pve | 343207 | 1 | Focused Cleave
demonhunter | vengeance | pve | 1266296 | 1 | Focused Ire
demonhunter | vengeance | pve | 389958 | 1 | Frailty
demonhunter | vengeance | pve | 1266326 | 1 | Furious
demonhunter | vengeance | pve | 442718 | 1 | Fury of the Aldrachi
demonhunter | vengeance | pve | 389696 | 2 | Illidari Knowledge
demonhunter | vengeance | pve | 217832 | 1 | Imprison
demonhunter | vengeance | pve | 320361 | 1 | Improved Disrupt
demonhunter | vengeance | pve | 320418 | 1 | Improved Sigil of Misery
demonhunter | vengeance | pve | 442492 | 1 | Incisive Blade
demonhunter | vengeance | pve | 442736 | 1 | Incorruptible Spirit
demonhunter | vengeance | pve | 320331 | 2 | Infernal Armor
demonhunter | vengeance | pve | 393822 | 1 | Internal Struggle
demonhunter | vengeance | pve | 1272138 | 1 | Keen Edge
demonhunter | vengeance | pve | 442497 | 1 | Keen Engagement
demonhunter | vengeance | pve | 209258 | 1 | Last Resort
demonhunter | vengeance | pve | 428607 | 1 | Live by the Glaive
demonhunter | vengeance | pve | 389849 | 1 | Lost in Darkness
demonhunter | vengeance | pve | 389763 | 1 | Master of the Glaive
demonhunter | vengeance | pve | 207387 | 2 | Painbringer
demonhunter | vengeance | pve | 320387 | 1 | Perfectly Balanced Glaive
demonhunter | vengeance | pve | 389783 | 1 | Pitch Black
demonhunter | vengeance | pve | 320654 | 1 | Pursuit
demonhunter | vengeance | pve | 209281 | 1 | Quickened Sigils
demonhunter | vengeance | pve | 442679 | 1 | Reaver's Mark
demonhunter | vengeance | pve | 1266328 | 1 | Remorseless
demonhunter | vengeance | pve | 343014 | 1 | Revel in Pain
demonhunter | vengeance | pve | 326853 | 1 | Ruinous Bulwark
demonhunter | vengeance | pve | 389824 | 1 | Shattered Restoration
demonhunter | vengeance | pve | 202138 | 1 | Sigil of Chains
demonhunter | vengeance | pve | 207684 | 1 | Sigil of Misery
demonhunter | vengeance | pve | 202137 | 1 | Sigil of Silence
demonhunter | vengeance | pve | 390163 | 1 | Sigil of Spite
demonhunter | vengeance | pve | 1265924 | 1 | Soul Barrier
demonhunter | vengeance | pve | 207407 | 1 | Soul Carver
demonhunter | vengeance | pve | 1266496 | 1 | Soul Cleanse
demonhunter | vengeance | pve | 204909 | 2 | Soul Rending
demonhunter | vengeance | pve | 1266330 | 2 | Soul Splitter
demonhunter | vengeance | pve | 389985 | 1 | Soulcrush
demonhunter | vengeance | pve | 389711 | 1 | Soulmonger
demonhunter | vengeance | pve | 247454 | 1 | Spirit Bomb
demonhunter | vengeance | pve | 393827 | 1 | Stoke the Flames
demonhunter | vengeance | pve | 320313 | 1 | Swallowed Anger
demonhunter | vengeance | pve | 1265800 | 1 | Tempered Steel
demonhunter | vengeance | pve | 442686 | 1 | Thrill of the Fight
demonhunter | vengeance | pve | 444931 | 1 | Unhindered Assault
demonhunter | vengeance | pve | 320770 | 1 | Unrestrained Fury
demonhunter | vengeance | pve | 1270444 | 1 | Untethered Rage
demonhunter | vengeance | pve | 1265818 | 1 | Vengeful Beast
demonhunter | vengeance | pve | 320635 | 1 | Vengeful Bonds
demonhunter | vengeance | pve | 198793 | 1 | Vengeful Retreat
demonhunter | vengeance | pve | 268175 | 1 | Void Reaver
demonhunter | vengeance | pve | 390808 | 1 | Volatile Flameblood
demonhunter | vengeance | pve | 389976 | 2 | Vulnerability
demonhunter | vengeance | pve | 442502 | 1 | Warblade's Hunger
demonhunter | vengeance | pve | 389695 | 2 | Will of the Illidari
demonhunter | vengeance | pve | 1266493 | 1 | Wings of Wrath
demonhunter | vengeance | pve | 442806 | 1 | Wounded Quarry
demonhunter | vengeance | pvp | 205596 | | Detainment
demonhunter | vengeance | pvp | 205630 | | Illidan's Grasp
demonhunter | vengeance | pvp | 1235091 | | Lay In Wait
demonhunter | vengeance | pvp | 211489 | | Sigil Mastery

# Druid / Balance (exported 2026-08-18)
druid | balance | pve | 474678 | 1 | Aessina's Renewal
druid | balance | pve | 1261564 | 1 | Ascendant Eclipses
druid | balance | pve | 450598 | 1 | Astral Communion
druid | balance | pve | 197524 | 1 | Astral Influence
druid | balance | pve | 394048 | 2 | Balance of All Things
druid | balance | pve | 429433 | 1 | Blooming Infusion
druid | balance | pve | 194223 | 1 | Celestial Alignment
druid | balance | pve | 1240185 | 1 | Celestial Fire
druid | balance | pve | 455797 | 1 | Cenarius' Might
druid | balance | pve | 474541 | 1 | Circle of the Heavens
druid | balance | pve | 434249 | 1 | Control of the Dream
druid | balance | pve | 400059 | 2 | Cosmic Rapidity
druid | balance | pve | 33786 | 1 | Cyclone
druid | balance | pve | 394065 | 1 | Denizen of the Dream
druid | balance | pve | 433831 | 1 | Dream Surge
druid | balance | pve | 1264776 | 1 | Dryad's Dance
druid | balance | pve | 428937 | 1 | Early Spring
druid | balance | pve | 1239669 | 1 | Eclipse
druid | balance | pve | 393991 | 1 | Elune's Guidance
druid | balance | pve | 429399 | 1 | Expansiveness
druid | balance | pve | 131768 | 1 | Feline Swiftness
druid | balance | pve | 449193 | 1 | Fluid Form
druid | balance | pve | 400129 | 2 | Forestwalk
druid | balance | pve | 22842 | 1 | Frenzied Regeneration
druid | balance | pve | 202770 | 1 | Fury of Elune
druid | balance | pve | 400142 | 1 | Gale Winds
druid | balance | pve | 1262034 | 1 | Gift of the Wild
druid | balance | pve | 469004 | 1 | Hail of Stars
druid | balance | pve | 428731 | 1 | Harmony of the Grove
druid | balance | pve | 450558 | 1 | Harmony of the Heavens
druid | balance | pve | 1261867 | 1 | Heart of the Wild
druid | balance | pve | 327993 | 1 | Improved Barkskin
druid | balance | pve | 1240906 | 1 | Improved Eclipse
druid | balance | pve | 288826 | 1 | Improved Stampeding Roar
druid | balance | pve | 29166 | 1 | Innervate
druid | balance | pve | 192081 | 1 | Ironfur
druid | balance | pve | 108299 | 2 | Killer Instinct
druid | balance | pve | 202918 | 1 | Light of the Sun
druid | balance | pve | 231040 | 1 | Lingering Healing
druid | balance | pve | 449185 | 1 | Lore of the Grove
druid | balance | pve | 378988 | 2 | Lycara's Teachings
druid | balance | pve | 102359 | 1 | Mass Entanglement
druid | balance | pve | 385786 | 2 | Matted Fur
druid | balance | pve | 1240262 | 1 | Meteor Storm
druid | balance | pve | 5211 | 1 | Mighty Bash
druid | balance | pve | 197625 | 1 | Moonkin Form
druid | balance | pve | 377796 | 1 | Natural Recovery
druid | balance | pve | 202430 | 1 | Nature's Balance
druid | balance | pve | 33873 | 2 | Nurturing Instinct
druid | balance | pve | 449191 | 1 | Oakskin
druid | balance | pve | 383197 | 1 | Orbit Breaker
druid | balance | pve | 1213597 | 1 | Perfectly-Honed Instincts
druid | balance | pve | 429420 | 1 | Potent Enchantments
druid | balance | pve | 394046 | 1 | Power of Goldrinn
druid | balance | pve | 428859 | 1 | Power of Nature
druid | balance | pve | 433748 | 1 | Protective Growth
druid | balance | pve | 394121 | 1 | Radiant Moonlight
druid | balance | pve | 1822 | 1 | Rake
druid | balance | pve | 393954 | 1 | Rattle the Stars
druid | balance | pve | 774 | 1 | Rejuvenation
druid | balance | pve | 2782 | 1 | Remove Corruption
druid | balance | pve | 1240188 | 1 | Sculpt the Stars
druid | balance | pve | 202342 | 1 | Shooting Stars
druid | balance | pve | 78675 | 1 | Solar Beam
druid | balance | pve | 343647 | 1 | Solstice
druid | balance | pve | 114107 | 1 | Soul of the Forest
druid | balance | pve | 1264899 | 1 | Spirit of the Thicket
druid | balance | pve | 106898 | 1 | Stampeding Roar
druid | balance | pve | 197628 | 1 | Starfire
druid | balance | pve | 451211 | 1 | Starlight Conduit
druid | balance | pve | 202345 | 2 | Starlord
druid | balance | pve | 197626 | 1 | Starsurge
druid | balance | pve | 450212 | 1 | Stellar Amplification
druid | balance | pve | 93402 | 1 | Sunfire
druid | balance | pve | 468936 | 1 | Sunseeker Mushroom
druid | balance | pve | 1264614 | 1 | Sylvan Beckoning
druid | balance | pve | 16931 | 1 | Thick Hide
druid | balance | pve | 1240206 | 2 | Total Eclipse
druid | balance | pve | 450356 | 1 | Touch the Cosmos
druid | balance | pve | 428544 | 1 | Treants of the Moon
druid | balance | pve | 279620 | 1 | Twin Moons
druid | balance | pve | 132469 | 1 | Typhoon
druid | balance | pve | 383195 | 1 | Umbral Intensity
druid | balance | pve | 377842 | 1 | Ursine Vigor
druid | balance | pve | 449182 | 1 | Ursoc's Spirit
druid | balance | pve | 301768 | 1 | Verdant Heart
druid | balance | pve | 377847 | 1 | Well-Honed Instincts
druid | balance | pve | 468743 | 1 | Whirling Stars
druid | balance | pve | 102401 | 1 | Wild Charge
druid | balance | pve | 48438 | 1 | Wild Growth
druid | balance | pve | 406890 | 1 | Wild Surges
druid | balance | pvp | 209749 | | Faerie Swarm
druid | balance | pvp | 200931 | | High Winds
druid | balance | pvp | 233750 | | Moon and Stars
druid | balance | pvp | 209740 | | Moonkin Aura

# Druid / Feral (exported 2026-08-18)
druid | feral | pve | 474678 | 1 | Aessina's Renewal
druid | feral | pve | 391881 | 1 | Apex Predator's Craving
druid | feral | pve | 391548 | 1 | Ashamane's Guidance
druid | feral | pve | 106951 | 1 | Berserk
druid | feral | pve | 391174 | 1 | Berserk: Heart of the Lion
druid | feral | pve | 439929 | 1 | Bond with Nature
druid | feral | pve | 440120 | 1 | Bursting Growth
druid | feral | pve | 400320 | 1 | Circle of Life and Death
druid | feral | pve | 474530 | 1 | Circle of the Wild
druid | feral | pve | 449537 | 1 | Coiled to Spring
druid | feral | pve | 33786 | 1 | Cyclone
druid | feral | pve | 391045 | 1 | Dreadful Bleeding
druid | feral | pve | 131768 | 1 | Feline Swiftness
druid | feral | pve | 274837 | 1 | Feral Frenzy
druid | feral | pve | 439901 | 1 | Flower Walk
druid | feral | pve | 449193 | 1 | Fluid Form
druid | feral | pve | 1244544 | 1 | Focused Frenzy
druid | feral | pve | 400129 | 2 | Forestwalk
druid | feral | pve | 391875 | 2 | Frantic Momentum
druid | feral | pve | 22842 | 1 | Frenzied Regeneration
druid | feral | pve | 1262034 | 1 | Gift of the Wild
druid | feral | pve | 1270565 | 1 | Green Thumb
druid | feral | pve | 474526 | 1 | Grievous Wounds
druid | feral | pve | 1261867 | 1 | Heart of the Wild
druid | feral | pve | 439868 | 1 | Hunt Beneath the Open Skies
druid | feral | pve | 440118 | 1 | Implant
druid | feral | pve | 327993 | 1 | Improved Barkskin
druid | feral | pve | 288826 | 1 | Improved Stampeding Roar
druid | feral | pve | 99 | 1 | Incapacitating Roar
druid | feral | pve | 48484 | 1 | Infected Wounds
druid | feral | pve | 29166 | 1 | Innervate
druid | feral | pve | 449184 | 1 | Instincts of the Claw
druid | feral | pve | 108299 | 2 | Killer Instinct
druid | feral | pve | 1244632 | 1 | Lacerating Claws
druid | feral | pve | 455461 | 1 | Lethal Preservation
druid | feral | pve | 231040 | 1 | Lingering Healing
druid | feral | pve | 449185 | 1 | Lore of the Grove
druid | feral | pve | 155580 | 1 | Lunar Inspiration
druid | feral | pve | 1232897 | 1 | Lycara's Inspiration
druid | feral | pve | 378988 | 2 | Lycara's Teachings
druid | feral | pve | 22570 | 1 | Maim
druid | feral | pve | 385786 | 2 | Matted Fur
druid | feral | pve | 231063 | 1 | Merciless Claws
druid | feral | pve | 236068 | 1 | Moment of Clarity
druid | feral | pve | 377796 | 1 | Natural Recovery
druid | feral | pve | 449191 | 1 | Oakskin
druid | feral | pve | 16864 | 1 | Omen of Clarity
druid | feral | pve | 1280316 | 1 | Panther's Guile
druid | feral | pve | 1270592 | 1 | Patient Custodian
druid | feral | pve | 1213597 | 1 | Perfectly-Honed Instincts
druid | feral | pve | 390772 | 1 | Pouncing Strikes
druid | feral | pve | 202021 | 1 | Predator
druid | feral | pve | 159286 | 1 | Primal Fury
druid | feral | pve | 285381 | 1 | Primal Wrath
druid | feral | pve | 1822 | 1 | Rake
druid | feral | pve | 1270586 | 1 | Rampancy
druid | feral | pve | 774 | 1 | Rejuvenation
druid | feral | pve | 2782 | 1 | Remove Corruption
druid | feral | pve | 439880 | 1 | Resilient Flourishing
druid | feral | pve | 1079 | 1 | Rip
druid | feral | pve | 202031 | 1 | Sabertooth
druid | feral | pve | 449645 | 1 | Savage Fury
druid | feral | pve | 106839 | 1 | Skull Bash
druid | feral | pve | 158476 | 1 | Soul of the Forest
druid | feral | pve | 106898 | 1 | Stampeding Roar
druid | feral | pve | 439890 | 1 | Strategic Infusion
druid | feral | pve | 384667 | 1 | Sudden Ambush
druid | feral | pve | 61336 | 1 | Survival Instincts
druid | feral | pve | 213764 | 1 | Swipe
druid | feral | pve | 384665 | 1 | Taste for Blood
druid | feral | pve | 16931 | 1 | Thick Hide
druid | feral | pve | 439528 | 1 | Thriving Growth
druid | feral | pve | 5217 | 1 | Tiger's Fury
druid | feral | pve | 391872 | 1 | Tiger's Tenacity
druid | feral | pve | 383352 | 2 | Tireless Energy
druid | feral | pve | 132469 | 1 | Typhoon
druid | feral | pve | 1263657 | 1 | Unseen Predator
druid | feral | pve | 377842 | 1 | Ursine Vigor
druid | feral | pve | 449182 | 1 | Ursoc's Spirit
druid | feral | pve | 102793 | 1 | Ursol's Vortex
druid | feral | pve | 391978 | 1 | Veinripper
druid | feral | pve | 301768 | 1 | Verdant Heart
druid | feral | pve | 440119 | 1 | Vigorous Creepers
druid | feral | pve | 377847 | 1 | Well-Honed Instincts
druid | feral | pve | 102401 | 1 | Wild Charge
druid | feral | pve | 439926 | 1 | Wildstalker's Power
druid | feral | pvp | 236020 | | Ferocious Wound
druid | feral | pvp | 200931 | | High Winds
druid | feral | pvp | 377801 | | Tireless Pursuit
druid | feral | pvp | 203242 | | Wicked Claws

# Druid / Guardian (exported 2026-08-18)
druid | guardian | pve | 474678 | 1 | Aessina's Renewal
druid | guardian | pve | 371905 | 1 | After the Wildfire
druid | guardian | pve | 197524 | 1 | Astral Influence
druid | guardian | pve | 429532 | 1 | Atmospheric Exposure
druid | guardian | pve | 1271305 | 1 | Bask in Moonlight
druid | guardian | pve | 50334 | 1 | Berserk
druid | guardian | pve | 203962 | 1 | Blood Frenzy
druid | guardian | pve | 424058 | 1 | Boundless Moonlight
druid | guardian | pve | 203953 | 1 | Brambles
druid | guardian | pve | 474530 | 1 | Circle of the Wild
druid | guardian | pve | 33786 | 1 | Cyclone
druid | guardian | pve | 372119 | 1 | Dream of Cenarius
druid | guardian | pve | 370586 | 1 | Elune's Favored
druid | guardian | pve | 131768 | 1 | Feline Swiftness
druid | guardian | pve | 393427 | 2 | Flashing Claws
druid | guardian | pve | 449193 | 1 | Fluid Form
druid | guardian | pve | 400129 | 2 | Forestwalk
druid | guardian | pve | 22842 | 1 | Frenzied Regeneration
druid | guardian | pve | 377835 | 1 | Front of the Pack
druid | guardian | pve | 370695 | 2 | Fury of Nature
druid | guardian | pve | 203964 | 1 | Galactic Guardian
druid | guardian | pve | 1251876 | 1 | Gift of an Ancient Guardian
druid | guardian | pve | 1262034 | 1 | Gift of the Wild
druid | guardian | pve | 429533 | 1 | Glistening Fur
druid | guardian | pve | 210706 | 1 | Gore
druid | guardian | pve | 474526 | 1 | Grievous Wounds
druid | guardian | pve | 1253035 | 1 | Harnessed Rage
druid | guardian | pve | 1261867 | 1 | Heart of the Wild
druid | guardian | pve | 2637 | 1 | Hibernate
druid | guardian | pve | 327993 | 1 | Improved Barkskin
druid | guardian | pve | 288826 | 1 | Improved Stampeding Roar
druid | guardian | pve | 99 | 1 | Incapacitating Roar
druid | guardian | pve | 345208 | 1 | Infected Wounds
druid | guardian | pve | 377811 | 1 | Innate Resolve
druid | guardian | pve | 449184 | 1 | Instincts of the Claw
druid | guardian | pve | 192081 | 1 | Ironfur
druid | guardian | pve | 108299 | 2 | Killer Instinct
druid | guardian | pve | 1252994 | 1 | Killing Blow
druid | guardian | pve | 231040 | 1 | Lingering Healing
druid | guardian | pve | 449185 | 1 | Lore of the Grove
druid | guardian | pve | 204066 | 1 | Lunar Beam
druid | guardian | pve | 429523 | 1 | Lunar Calling
druid | guardian | pve | 429530 | 1 | Lunar Insight
druid | guardian | pve | 429539 | 1 | Lunation
druid | guardian | pve | 1232897 | 1 | Lycara's Inspiration
druid | guardian | pve | 378988 | 2 | Lycara's Teachings
druid | guardian | pve | 22570 | 1 | Maim
druid | guardian | pve | 385786 | 2 | Matted Fur
druid | guardian | pve | 6807 | 1 | Maul
druid | guardian | pve | 1250906 | 2 | Memory of Ysera
druid | guardian | pve | 429520 | 1 | Moon Guardian
druid | guardian | pve | 429538 | 1 | Moondust
druid | guardian | pve | 197625 | 1 | Moonkin Form
druid | guardian | pve | 400278 | 1 | Moonless Night
druid | guardian | pve | 377796 | 1 | Natural Recovery
druid | guardian | pve | 1278789 | 1 | Natural Resilience
druid | guardian | pve | 33873 | 2 | Nurturing Instinct
druid | guardian | pve | 449191 | 1 | Oakskin
druid | guardian | pve | 1271261 | 1 | Penumbral Swell
druid | guardian | pve | 1213597 | 1 | Perfectly-Honed Instincts
druid | guardian | pve | 1251406 | 1 | Persistence
druid | guardian | pve | 159286 | 1 | Primal Fury
druid | guardian | pve | 1822 | 1 | Rake
druid | guardian | pve | 400254 | 1 | Raze
druid | guardian | pve | 393618 | 1 | Reinforced Fur
druid | guardian | pve | 372945 | 2 | Reinvigoration
druid | guardian | pve | 2782 | 1 | Remove Corruption
druid | guardian | pve | 204053 | 1 | Rend and Tear
druid | guardian | pve | 1079 | 1 | Rip
druid | guardian | pve | 238049 | 2 | Scintillating Moonlight
druid | guardian | pve | 106839 | 1 | Skull Bash
druid | guardian | pve | 158477 | 1 | Soul of the Forest
druid | guardian | pve | 106898 | 1 | Stampeding Roar
druid | guardian | pve | 1271206 | 1 | Star Cascade
